Fund Allocator ID,Investment Manager Allocator ID,Source Asset,As At Date,Deal Status,missing_expected_fields
Ab80ef5,A7d02b3,Project Spike,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Spire,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Tilburg,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Timber II,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Triangle,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Twenty-Four,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Voyage,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Roark Capital Partners VI LP,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,"TPG Growth V, L.P.",2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"The Veritas Capital Fund VII, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"The Veritas Capital Fund VIII, L.P.",2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,"Thomas H. Lee Equity Fund IX, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Tiger Global Private Investment Partners XV, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Trident IX, L.P.",2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"Trident VIII, L.P.",2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Undisclosed Investments,2024-12-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"WCAS XIV, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,Altor Fund VI (No. 2) AB,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ac472e1,A7d02b3,Apax XI USD L.P.,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ac472e1,A7d02b3,"Apollo Investment Fund X, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,"Carlyle Asia Partners VI, L.P.",2024-12-31,Written Off,Capital Invested
Ac472e1,A7d02b3,"Centerbridge Capital Partners V, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,EMK Capital Partners III LP,2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,InvestIndustrial VIII SCSp,2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,"K6 Private Investors, L.P.",2024-12-31,Written Off,Capital Invested
Ac472e1,A7d02b3,"KPS Special Situations Fund VI, LP",2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,Norvestor IX SCSp,2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,"Oak Hill Capital Partners VI, L.P.",2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,PAG Asia IV LP,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ac472e1,A7d02b3,"PSG VI, L.P.",2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ac472e1,A7d02b3,"Platinum Equity Capital Partners VI, L.P.",2024-12-31,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,Project Barley,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Clementine,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Fairy,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Gondor,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Graduate,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Jade,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Loch,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Macedonia,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Nancy,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Perth,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Raindrop,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Rooster,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Spear,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Twenty-Four,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Waltz,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Wings,2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,"TPG Partners IX, L.P.",2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,The Triton Fund VI,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ac472e1,A7d02b3,"TowerBrook Investors VI (Onshore), L.P.",2024-12-31,Partially Exited,Current Cost
Ac472e1,A7d02b3,Undisclosed Investments,2024-12-31,Partially Exited,Current Cost
Aa12a53,A8bd477,Driven Brands Holdings Inc.,2024-12-31,Current,Capital Invested
Acac167,A97e2ad,"EMP Belstar Superfreeze Group Holdings, LLC",2024-12-31,,Deal Status
A9ffbf3,Ad7e703,American Secure Living Inc.; aka Longmark,2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"Bloom Studios, Inc.; aka Indigo",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"Homeward, Inc.",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"Honey Homes, Inc.",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,Latii Inc.,2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,Mainstay Labs Inc. aka Open Exchange Labs Inc.,2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,Ostrich X Ltd,2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"PassiveLogic, Inc.",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"Shepherd Labs, Inc.",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"Suffolk Technology Boost, LLC",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,"TKTK Media, Inc.",2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,ViaBot Inc.,2024-12-31,Current,Capital Invested
A9ffbf3,Ad7e703,Welcome Building Corporation,2024-12-31,Current,Capital Invested
A9c9bb9,A0c2722,ENGLISH RESIDENTIAL LAND PARTNERSHIP,2024-12-31,Partially Exited,Capital Invested
A615cff,A18fded,"NPC International, Inc.",2024-12-31,Current,Capital Invested
A29c2b9,Aed3782,AB Centers Acquisition Corporation,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"ACP Avenu Buyer, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Atlas AU Bidco Pty Ltd / Atlas US Finco, Inc.",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"BeBright MSO, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"CCI Prime, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,CUB Financing Intermediate,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Cytracom, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"EDS Buyer, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Endurance PT Technology Buyer Corporation,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Houseworks Holdings, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Infusion Services Management, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"LACO Industries, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"MoboTrex, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Mustang Prospects Purchaser LLC,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,NAM Acquisition Co LLC,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Pavement Partners Interco, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Quick Roofing Acquisition, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,RPX Corporation,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"RxStrategies, Inc.",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Sabrosura Foods, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,State Street Institutional Treasury Plus Money Market Fund,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"The Smilist DSO, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Tiger Healthcare Buyer, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Advertising,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Aerospace & Defense,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Application Software,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Commodity Chemicals,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Diversified Support Services,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Environmental & Facilities Services,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Health Care Services,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Health Care Supplies,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Health Care Technology,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Industrial Machinery & Supplies & Components,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Office Services & Supplies & Package Foods,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Packaged Foods & Meats,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Soft Drinks & Non-alcoholic Beverages & Specialized Consumer Services,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Specialized Consumer Services,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Trading Companies & Distributors,2024-12-31,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"WCI-BXC Purchaser, LLC",2024-12-31,Current,"Capital Invested, Current Cost"
A3bbfd6,3.95E+42,Aymium,2024-12-31,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Erso Patent JV,2024-12-31,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Langbo,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3bbfd6,3.95E+42,Nanosys,2024-12-31,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Pivotal Commware,2024-12-31,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Radian,2024-12-31,Partially Exited,Current Cost
A0841e0,3.95E+42,Flagler,2024-12-31,Current,Capital Invested
A0841e0,3.95E+42,Intrawest Cayman L.P.,2024-12-31,Current,Capital Invested
A7199bc,A96d1b3,Oil & Gas Properties,2024-12-31,Current,"Capital Invested, Current Cost"
A3c99e8,A9fbabf,"Accident Care Alliance (FKA Pro Care, LLC)",2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Afterburn Holdings,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,Authentic Restaurant Brands,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Bechtun Credit Partners (Franchise Group),2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Fat Tuesday,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,Firebirds Wood Fired Grill,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,FirstRidge Service Partners,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Flagstop Carwash,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,GoodTurn Tire & Auto (FKA Apex Automotive),2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Kona Ice,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Mountainside Fitness,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Prime Vacations,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,Redwood Environmental,2024-12-31,Current,Capital Invested
A3c99e8,A9fbabf,WOW Carwash,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,Woof Gang Bakery and Grooming,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A162a33,A9fbabf,Honey Baked Ham,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A87a21d,A9fbabf,Ampler Restaurant Group,2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,"Checkers Holdings, Inc.",2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,Cooper's Hawk Intermediate Holding LLC,2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,"Fogo de Chao (BCPE Grill Parent, Inc.)",2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,"LaserAway Intermediate Holdings II, LLC",2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,OYO Hotels (Oravel Stays),2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,PF Chang (Wok Holdings Inc.),2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,Pizza Express (Wheel Bidco Ltd.),2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,TruGreen Limited Partnership,2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,Twin Hospitality LLC,2024-12-31,Current,Capital Invested
A87a21d,A9fbabf,United Planet Fitness,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A583186,A3e342a,"NatureBox, Inc.",2024-12-31,Written Down,Capital Invested
A583186,A3e342a,"SunBorne Energy Holdings, LLC",2024-12-31,Written Down,Capital Invested
A7ead5b,A65900b,Advarra,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,"Amwins Group, Inc.",2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Association Member Benefits Advisors,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Clarience Technologies LLC,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Cyncly,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,"First Eagle Investment Management, LLC",2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A7ead5b,A65900b,MASA Global,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Marcone,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Mercer,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,OEConnection LLC,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Obsidian Insurance Holdings,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Orion Advisor Solutions,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Prometheus,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Sonny's Enterprises,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,Vector,2024-12-31,Current,Capital Invested
A7ead5b,A65900b,insightsoftware,2024-12-31,Current,Capital Invested
A1c6bfc,A65900b,Accruent,2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,Alera,2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,Ascensus,2024-12-31,Current,Capital Invested
A1c6bfc,A65900b,Association Member Benefits Advisors,2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,Cetera,2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,Community Brands,2024-12-31,Current,Capital Invested
A1c6bfc,A65900b,"ConnectiveRx (fka ""PSK-PDR"")",2024-12-31,Current,Capital Invested
A1c6bfc,A65900b,"Enverus (fka ""Drillinginfo"")",2024-12-31,Current,Capital Invested
A1c6bfc,A65900b,"Infinite Electronics, Inc.",2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,Power Products,2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,"Signant Health (fka ""CRF Bracket"")",2024-12-31,Current,Capital Invested
A1c6bfc,A65900b,Sphera Solutions,2024-12-31,,"Capital Invested, Deal Status"
A1c6bfc,A65900b,Stack Sports,2024-12-31,Current,Capital Invested
Afb9c3e,A65900b,ISS,2024-12-31,,"Capital Invested, Deal Status"
A2257c0,A65900b,"AffiniPay, LLC",2024-12-31,Current,Capital Invested
A2257c0,A65900b,"Amwins Group, Inc.",2024-12-31,Current,Capital Invested
A2257c0,A65900b,"Aperture Companies, LLC",2024-12-31,Current,Capital Invested
A2257c0,A65900b,Cetera,2024-12-31,Current,Capital Invested
A2257c0,A65900b,"Docupace Technologies, LLC",2024-12-31,Current,Capital Invested
A2257c0,A65900b,"First Eagle Investment Management, LLC",2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A2257c0,A65900b,"Flourish Research Holdings, LLC",2024-12-31,Current,Capital Invested
A2257c0,A65900b,Playmetrics,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Af5c876,A2053b4,Glade Brook Private Investors XVIII LP,2024-12-31,Current,Capital Invested
Afa36f2,A6941fe,"Cleo Labs, Inc. (fka Instacare Group, Inc.)",2024-12-31,Written Down,Capital Invested
Afa36f2,A6941fe,"Multi Software Co. (fka Remotion, Inc.)",2024-12-31,Written Down,Capital Invested
Afa36f2,A6941fe,"Reduct, Inc.",2024-12-31,Written Down,Capital Invested
Af7f070,A6941fe,"Bluesky Data, Inc.",2024-12-31,Written Down,Capital Invested
Af7f070,A6941fe,"Destiny Factory, Inc.",2024-12-31,Written Down,Capital Invested
Af7f070,A6941fe,FTX Trading Limited,2024-12-31,Written Down,Capital Invested
Af7f070,A6941fe,"PolyOps, Inc. (dba Tydo)",2024-12-31,Written Down,Capital Invested
Af7f070,A6941fe,"smlXL, Inc. (fka Comity Labs, Inc.)",2024-12-31,Written Down,Capital Invested
Ab408e9,A6941fe,"Aruba Networks, Inc.",2024-12-31,Written Off,Capital Invested
Ab408e9,A6941fe,"Imperva, Inc.",2024-12-31,Written Off,Capital Invested
Ab408e9,A6941fe,Redfin Corporation,2024-12-31,Written Off,Capital Invested
Ab408e9,A6941fe,"Tidemark Systems, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Airbnb, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Arista Networks, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,Bohemian Wrappsody AB,2024-12-31,Written Down,Capital Invested
A583f8f,A6941fe,"Domo, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Dropbox, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Edmodo, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Groupon, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Okta, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Pure Storage, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Service-Now, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"Zuora, Inc.",2024-12-31,Written Off,Capital Invested
A583f8f,A6941fe,"inStart, Inc.",2024-12-31,Written Off,Capital Invested
A4974ad,A6941fe,A Medium Corporation,2024-12-31,Written Down,Capital Invested
A4974ad,A6941fe,"Control Panel, Inc.",2024-12-31,Written Off,Capital Invested
A4974ad,A6941fe,"Innovium, Inc.",2024-12-31,Written Off,Capital Invested
A4974ad,A6941fe,"Operator, Inc.",2024-12-31,Written Down,Capital Invested
A4974ad,A6941fe,"Ritual, Inc.",2024-12-31,Written Down,Capital Invested
A775233,A6c1ccf,Baige Technology Group,2024-12-31,Current,Capital Invested
A775233,A6c1ccf,Bytedance Ltd. (Toutiao),2024-12-31,Current,Capital Invested
A775233,A6c1ccf,Guazi.com Inc.,2024-12-31,Current,Capital Invested
A775233,A6c1ccf,Meicai,2024-12-31,Current,Capital Invested
A775233,A6c1ccf,Miababy Technology Limited,2024-12-31,Current,Capital Invested
A775233,A6c1ccf,Thebeastshop Holding,2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,17 Education & Technology Group Inc. (NASDAQ: YQ),2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Baige Technology Group (Zuoyebang),2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Bytedance Ltd. (Toutiao),2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Distinct Healthcare Holdings Limited,2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,"Guangzhou Zhijing Information Technology Co., Ltd. (Baibu)",2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Guazi.com Inc.,2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Le Xue Worldwide Holding Limited,2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Meicai,2024-12-31,Current,Capital Invested
Aa2c385,A6c1ccf,Ziroom Inc.,2024-12-31,Current,Capital Invested
A191419,A6c1ccf,17 Education & Technology Group Inc. (NASDAQ: YQ),2024-12-31,Current,Capital Invested
A191419,A6c1ccf,ALLINMD Technology Investment Limited (AllinMD),2024-12-31,,"Capital Invested, Deal Status"
A191419,A6c1ccf,Baige Technology Group (Zuoyebang),2024-12-31,Current,Capital Invested
A191419,A6c1ccf,Casstime Holdings Ltd.,2024-12-31,Current,Capital Invested
A191419,A6c1ccf,Gloryseed (ZhongXueGao),2024-12-31,,"Capital Invested, Deal Status"
A191419,A6c1ccf,"Guangzhou Zhijing Information Technology Co., Ltd. (Baibu)",2024-12-31,Current,Capital Invested
A191419,A6c1ccf,Happy_seed (Cayman) Limited,2024-12-31,Current,Capital Invested
A191419,A6c1ccf,KE Holdings Inc. (NYSE: BEKE),2024-12-31,Current,Capital Invested
A191419,A6c1ccf,Pupu Inc.,2024-12-31,Current,Capital Invested
A191419,A6c1ccf,"Shanghai Yinhe Enterprise Co., Ltd. (Manner)",2024-12-31,Current,Capital Invested
A191419,A6c1ccf,SimCare Group Holdings Limited (Simpcare),2024-12-31,Current,Capital Invested
A191419,A6c1ccf,YSB Inc. (HKEX:09885),2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,ArtWorld Inc. (Meishubao),2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,Baige Technology Group (Zuoyebang),2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,Gloryseed (ZhongXueGao),2024-12-31,,"Capital Invested, Deal Status"
A27adfb,A6c1ccf,"Guangzhou Zhijing Information Technology Co., Ltd. (Baibu)",2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,Guazi.com Inc.,2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,Pupu Inc.,2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,"Shanghai Yinhe Enterprise Co., Ltd. (Manner)",2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,SimCare Group Holdings Limited (Simpcare),2024-12-31,Current,Capital Invested
A27adfb,A6c1ccf,Thebeastshop Holding,2024-12-31,Current,Capital Invested
Af3e452,A6c1ccf,Li Auto Inc.,2024-12-31,Current,Capital Invested
A44bd87,A6c1ccf,"Baige Technology Group (""Zuoyebang"")",2024-12-31,Current,Capital Invested
Acc6f90,Ad137c9,"HEI Hospitality Fund Holdings III, L.P.",2024-12-31,,"Capital Invested, Deal Status"
Aabdf3f,Aded344,Bitpanda GmbH,2024-12-31,Current,Capital Invested
A555d5f,Aded344,Chime Financial Inc.,2024-12-31,Current,Capital Invested
Abc54d3,Aded344,Chime Financial Inc.,2024-12-31,Current,Capital Invested
A7804fe,Aded344,TradingView,2024-12-31,Current,Capital Invested
A680edc,Aded344,Solidroad,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae1b92f,A2d789a,Marshall,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A97e381,A2d789a,Celles,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A84826f,A2d789a,Marshall,2024-12-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A828a39,A7b259c,"HSE ETEM Holdco, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"HSE Flatiron Holdco, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"HSE Greenskies Holdco Holdings, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"HSE TruGrid Holdco, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"HSE Upstream Holdco, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"MPH Mesquite Holdco, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"MPH Oxnard Holdco, LLC",2024-12-31,Current,Capital Invested
A828a39,A7b259c,"MPH Sunrise Holdco, LLC",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"Chime Financial, Inc. (f/k/a 1debit, Inc.)",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,Collibra BV,2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"Datadog, Inc.",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"Dataiku, Inc.",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"Dialpad, Inc.",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,GitLab Inc.,2024-12-31,Current,Capital Invested
Adbd48d,A01041e,Houzz Inc.,2024-12-31,Current,Capital Invested
Adbd48d,A01041e,Lucid Software Inc.,2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"Procore Technologies, Inc.",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"Red Ventures Holdco, LP",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,"ServiceTitan, Inc.",2024-12-31,Current,Capital Invested
Adbd48d,A01041e,Virtru Corporation,2024-12-31,Current,Capital Invested
A751851,A8e74aa,2DuNet.com,2024-12-31,Written Off,Capital Invested
A751851,A8e74aa,"9Diamond Co., Ltd.",2024-12-31,Written Off,Capital Invested
A751851,A8e74aa,"AllTech International Group, Inc.",2024-12-31,Written Off,Capital Invested
A751851,A8e74aa,"Apollomics, Inc.",2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,Avvo Inc.,2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,Azaleos Corporation,2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,Besunyen Holdings Company Limited,2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,Blowtorch Entertainment Corporation,2024-12-31,Written Off,Capital Invested
A751851,A8e74aa,Captiv8 Information and Technology Holdings Co.,2024-12-31,Written Off,Capital Invested
A751851,A8e74aa,Chinacache International Holdings Ltd. (NASDAQ: CCIH),2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,ClearCycle Corp,2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,Crown Bioscience International,2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,"Datasphere Technologies, Inc.",2024-12-31,Fully Exited,Capital Invested
A751851,A8e74aa,Diamonds.com Holdings Inc.,2024-12-31,Fully Exited,Capital Invested
